Component_ID,Lot_ID,Iddq_uA_0h,Iddq_uA_24h,Iddq_uA_96h,Iddq_uA_168h,Leakage_nA_0h,Leakage_nA_24h,Leakage_nA_96h,Leakage_nA_168h,PropDelay_ns_0h,PropDelay_ns_24h,PropDelay_ns_96h,PropDelay_ns_168h,Ground_Truth
COMP_00984,LOT_04,12.007,12.035,12.232,12.409,456.29,459.71,461.19,472.75,3.179,3.1876,3.2081,3.2207,Normal
COMP_00985,LOT_04,12.76,12.833,12.861,13.125,470.46,469.03,474.72,476.83,3.2699,3.2904,3.3461,3.373,Normal
COMP_00986,LOT_04,12.065,12.204,12.376,12.29,499.93,499.12,506.68,512.04,3.2352,3.2513,3.2846,3.3323,Normal
COMP_00987,LOT_04,12.728,12.771,13.035,13.299,481.26,482.63,485.99,493.32,3.2652,3.2866,3.3061,3.3692,Normal
COMP_00988,LOT_04,11.93,11.909,12.026,12.173,456.01,458.41,457.07,458.84,3.2627,3.2553,3.266,3.3048,Normal
COMP_00989,LOT_04,12.296,12.286,12.399,12.614,476.22,479.86,484.18,486.64,3.2428,3.2734,3.3145,3.3651,Normal
COMP_00990,LOT_04,11.563,11.51,11.59,11.742,492.03,492.75,501.22,506.31,3.1652,3.1769,3.1954,3.2175,Normal
COMP_00991,LOT_04,12.384,12.35,12.614,12.711,486.98,485.05,488.7,493.9,3.2566,3.2739,3.2723,3.2971,Normal
COMP_00992,LOT_04,12.632,12.665,12.785,12.981,472.74,470.16,468.73,470.87,3.2929,3.2943,3.3317,3.3493,Normal
COMP_00993,LOT_04,12.288,12.328,12.485,12.508,490.06,490.97,497.94,499.03,3.2101,3.2127,3.2294,3.2325,Normal
COMP_00994,LOT_04,12.179,12.324,12.501,12.539,471.93,472.9,481.98,489.07,3.3204,3.3467,3.3912,3.4245,Normal
COMP_00995,LOT_04,11.583,11.673,11.714,11.85,470.23,475.61,475.73,478.18,3.2781,3.285,3.3005,3.3,Normal
COMP_00996,LOT_04,11.921,11.945,12.129,12.423,489.41,490.95,494.8,499.43,3.2435,3.2364,3.2754,3.3238,Normal
COMP_00997,LOT_04,12.425,12.448,12.701,12.734,495.61,498.2,500.1,503.8,3.2635,3.2715,3.3086,3.3349,Normal
COMP_00998,LOT_04,12.51,12.73,14.178,15.527,484.63,493.94,548.81,589.65,3.3506,3.3515,3.4786,3.5824,Drift_Anomaly
COMP_00999,LOT_04,12.014,12.038,12.336,12.574,506.8,502.62,509.43,515.87,3.2509,3.262,3.3163,3.3519,Normal
COMP_01000,LOT_04,12.577,12.685,12.689,12.807,505.99,506.28,513.56,519.95,3.2378,3.2163,3.2603,3.3001,Normal
COMP_01001,LOT_04,12.198,12.143,12.256,12.457,474.35,482.78,483.57,492.03,3.3038,3.3415,3.3648,3.3876,Normal
COMP_01002,LOT_04,11.583,11.734,11.793,11.869,483.36,482.38,484.37,483.54,3.2946,3.3167,3.3327,3.3844,Normal
COMP_01003,LOT_04,12.0,12.088,12.287,12.378,467.2,470.93,475.99,480.78,3.2716,3.2716,3.2934,3.311,Normal
COMP_01004,LOT_04,12.463,12.62,12.753,12.971,463.6,464.27,469.74,474.13,3.2506,3.2803,3.3202,3.3521,Normal
COMP_01005,LOT_04,12.504,12.598,12.755,12.8,495.55,495.8,503.91,508.58,3.2802,3.2939,3.3424,3.4183,Normal
COMP_01006,LOT_04,11.704,11.659,11.772,11.922,474.95,475.06,481.13,484.45,3.2979,3.3246,3.3446,3.3868,Normal
COMP_01007,LOT_04,12.657,12.805,12.725,12.839,475.53,483.37,485.26,495.11,3.1681,3.202,3.228,3.267,Normal
COMP_01008,LOT_04,12.41,12.384,12.726,12.773,470.99,471.55,479.08,481.21,3.207,3.2387,3.2616,3.3049,Normal
COMP_01009,LOT_04,12.273,12.294,12.459,12.654,471.6,478.84,480.76,486.55,3.2666,3.2686,3.2983,3.3183,Normal
COMP_01010,LOT_04,12.906,13.046,13.174,13.209,500.02,495.72,503.75,509.11,3.3035,3.3303,3.355,3.3971,Normal
COMP_01011,LOT_04,12.34,12.446,12.488,12.52,485.75,488.16,495.3,500.22,3.1495,3.1502,3.1888,3.2543,Normal
COMP_01012,LOT_04,12.368,12.496,12.603,12.891,468.99,472.06,477.3,493.06,3.2593,3.2809,3.3178,3.3631,Normal
COMP_01013,LOT_04,12.145,12.151,12.255,12.329,466.04,468.0,471.16,474.02,3.2199,3.2244,3.2294,3.2762,Normal
COMP_01014,LOT_04,12.251,12.373,12.413,12.538,463.25,466.81,472.62,476.44,3.2632,3.2573,3.3076,3.3387,Normal
COMP_01015,LOT_04,12.13,12.087,12.205,12.378,459.89,459.43,460.7,993.84,3.1947,3.2102,3.2365,3.2743,Sensor_Glitch
COMP_01016,LOT_04,12.63,12.607,12.798,12.96,478.44,477.79,483.74,485.87,3.2542,3.272,3.2889,3.3268,Normal
COMP_01017,LOT_05,11.187,11.393,11.453,11.496,446.48,450.88,454.43,455.92,3.1165,3.0845,3.1132,3.1323,Normal
COMP_01018,LOT_05,11.615,11.689,11.813,11.873,431.1,435.91,439.83,442.97,3.236,3.2236,3.2728,3.2917,Normal
COMP_01019,LOT_05,11.763,11.949,11.96,12.222,423.86,428.25,434.65,444.04,3.2143,3.2209,3.2581,3.2812,Normal
COMP_01020,LOT_05,10.61,10.611,10.72,10.743,423.58,427.85,436.97,434.98,3.1881,3.2051,3.2466,3.2962,Normal
COMP_01021,LOT_05,9.56,9.528,9.725,9.896,341.61,341.49,345.41,352.43,3.1985,3.2021,3.2443,3.2638,Dynamic_Outlier
COMP_01022,LOT_05,11.307,11.294,11.414,11.451,416.69,420.19,429.12,429.91,3.2261,3.2359,3.2728,3.2925,Normal
COMP_01023,LOT_05,10.462,10.394,10.614,10.568,440.56,444.38,448.77,454.45,3.1927,3.1991,3.2518,3.2531,Normal
COMP_01024,LOT_05,11.074,11.072,11.272,11.472,433.61,438.71,442.73,449.51,3.2276,3.2384,3.2877,3.3092,Normal
COMP_01025,LOT_05,11.4,11.848,13.383,14.436,459.17,473.05,533.83,573.64,3.1556,3.1777,3.2878,3.3714,Drift_Anomaly
COMP_01026,LOT_05,11.361,11.525,11.625,11.578,431.1,433.27,437.45,443.11,3.245,3.2525,3.2757,3.3047,Normal
COMP_01027,LOT_05,11.748,11.844,11.871,12.056,413.01,415.94,416.87,420.33,3.1534,3.1591,3.1783,3.1979,Normal
COMP_01028,LOT_05,11.288,11.748,11.824,11.963,417.67,420.11,421.39,424.03,3.1798,3.278,3.3305,3.3731,Multivariate_Outlier
COMP_01029,LOT_05,11.815,11.773,11.844,11.903,438.21,438.48,443.1,443.56,3.2491,3.2674,3.3073,3.3137,Normal
COMP_01030,LOT_05,11.358,11.357,11.555,11.766,425.2,429.78,436.17,443.16,3.1984,3.2129,3.2482,3.2789,Normal
COMP_01031,LOT_05,11.855,11.864,11.972,12.082,424.9,429.95,430.51,435.62,3.1446,3.1585,3.1964,3.2263,Normal
COMP_01032,LOT_05,11.195,11.339,11.471,11.657,430.68,431.69,432.66,436.06,3.1914,3.2167,3.215,3.2371,Normal
COMP_01033,LOT_05,11.066,11.043,11.097,11.288,417.95,414.24,414.71,418.55,3.1947,3.1703,3.2267,3.2408,Normal
COMP_01034,LOT_05,11.21,11.143,11.288,11.285,419.14,423.49,434.43,429.08,3.2355,3.23,3.2892,3.3222,Normal
COMP_01035,LOT_05,11.687,11.775,11.85,11.83,418.88,419.28,423.52,427.89,3.225,3.2378,3.2696,3.3007,Normal
COMP_01036,LOT_05,11.399,11.481,11.483,11.718,445.58,444.34,445.98,452.08,3.1907,3.2075,3.2327,3.2668,Normal
COMP_01037,LOT_05,11.626,11.756,11.773,11.827,414.09,415.16,422.3,425.78,3.1615,3.18,3.2274,3.2686,Normal
COMP_01038,LOT_05,11.518,11.638,11.818,11.906,427.21,428.66,435.86,439.69,3.1441,3.1542,3.1771,3.206,Normal
COMP_01039,LOT_05,11.566,11.78,11.998,12.044,413.98,416.48,420.17,428.67,3.1824,3.288,3.326,3.3384,Multivariate_Outlier
COMP_01040,LOT_05,10.61,10.607,10.78,10.945,361.51,358.68,365.17,371.05,3.1885,3.1783,3.2281,3.2336,Leakage_Only_Outlier
COMP_01041,LOT_05,11.384,11.434,11.532,11.692,426.03,425.49,427.06,433.14,3.1455,3.1691,3.1832,3.215,Normal
COMP_01042,LOT_05,11.213,11.344,11.385,11.552,434.27,441.5,445.49,449.5,3.2007,3.2047,3.2335,3.2695,Normal
COMP_01043,LOT_05,10.684,10.69,10.953,11.209,438.36,439.04,442.58,444.64,3.2057,3.2021,3.2363,3.3025,Normal
COMP_01044,LOT_05,11.441,11.461,11.646,11.535,426.69,423.89,423.57,427.66,3.0856,3.1251,3.1515,3.1805,Normal
COMP_01045,LOT_05,11.628,11.623,11.724,11.744,412.38,414.38,416.0,424.68,3.1434,3.1607,3.175,3.184,Normal
COMP_01046,LOT_05,10.731,10.822,10.868,10.916,342.75,342.11,345.6,352.25,3.0693,3.0932,3.1225,3.1877,Leakage_Only_Outlier
COMP_01047,LOT_05,11.249,11.316,11.577,11.821,431.08,434.88,438.14,448.73,3.2552,3.2885,3.2931,3.3184,Normal
COMP_01048,LOT_05,11.643,11.678,11.652,11.747,438.95,442.56,445.78,451.12,3.2005,3.2312,3.2442,3.2744,Normal
COMP_01049,LOT_05,12.267,12.332,12.448,12.603,449.39,454.69,458.82,459.16,3.1243,3.1491,3.1838,3.2223,Normal
COMP_01050,LOT_05,11.206,11.402,11.548,11.768,444.3,446.09,454.8,456.81,3.1951,3.19,3.2357,3.2794,Normal
COMP_01051,LOT_05,11.323,11.354,11.417,11.519,439.95,442.29,443.83,451.14,3.1831,3.2137,3.2336,3.2417,Normal
COMP_01052,LOT_05,11.529,11.55,11.807,11.986,406.7,409.15,417.37,418.82,3.1971,3.1877,3.2131,3.2099,Normal
COMP_01053,LOT_05,11.274,11.394,11.49,11.672,444.89,448.76,448.47,449.02,3.1902,3.2269,3.2338,3.2649,Normal
COMP_01054,LOT_05,10.679,10.657,10.881,11.079,425.3,425.27,430.27,432.54,2.8317,2.8244,2.8357,2.8717,Timing_Outlier
COMP_01055,LOT_05,10.832,10.857,11.122,11.227,438.16,438.24,437.42,440.56,3.1689,3.1577,3.2176,3.2408,Normal
COMP_01056,LOT_05,11.637,11.619,11.802,11.872,426.8,427.6,437.79,445.55,3.2235,3.2276,3.2569,3.3035,Normal
COMP_01057,LOT_05,11.793,11.835,12.081,12.17,451.2,456.56,453.26,467.88,3.2796,3.2685,3.3098,3.3619,Normal
COMP_01058,LOT_05,11.106,11.075,11.479,11.579,435.76,432.35,439.09,444.84,3.2227,3.2319,3.2613,3.32,Normal
COMP_01059,LOT_05,11.759,11.768,12.025,12.139,432.27,431.76,436.37,442.45,3.1595,3.1853,3.2309,3.2897,Normal
COMP_01060,LOT_05,11.121,11.067,11.214,11.452,459.16,463.09,465.61,474.98,3.2457,3.2479,3.2807,3.3006,Normal
COMP_01061,LOT_05,11.041,11.112,11.026,11.232,427.59,431.27,432.49,436.61,3.1447,3.147,3.1801,3.2353,Normal
COMP_01062,LOT_05,13.542,13.797,13.848,13.944,541.92,542.82,548.07,550.86,3.1532,3.1488,3.176,3.22,Dynamic_Outlier
COMP_01063,LOT_05,11.955,12.371,12.41,12.614,421.92,425.96,431.99,437.34,3.1374,3.2053,3.2449,3.301,Multivariate_Outlier
COMP_01064,LOT_05,11.148,11.245,11.272,11.524,360.73,362.93,364.08,368.25,3.2575,3.2899,3.2979,3.3447,Leakage_Only_Outlier
COMP_01065,LOT_05,11.226,11.259,11.422,11.673,421.83,423.04,424.77,430.85,3.1194,3.0954,3.1387,3.179,Normal
COMP_01066,LOT_05,11.413,11.455,11.514,11.689,426.86,432.72,437.4,438.38,3.1673,3.165,3.1972,3.2208,Normal
COMP_01067,LOT_05,10.842,10.875,11.028,11.052,428.13,425.46,431.71,443.13,3.1634,3.1644,3.2108,3.2312,Normal
COMP_01068,LOT_05,11.561,12.005,13.521,15.595,444.59,462.74,528.79,618.3,3.2343,3.238,3.3303,3.4106,Drift_Anomaly
COMP_01069,LOT_05,11.618,11.65,11.733,11.776,433.83,440.73,446.91,452.33,3.2206,3.2434,3.2755,3.3208,Normal
COMP_01070,LOT_05,11.272,11.371,11.446,11.573,423.83,424.28,428.4,435.08,3.2549,3.2686,3.318,3.3555,Normal
COMP_01071,LOT_05,11.438,11.389,11.54,11.688,424.46,429.76,433.13,438.32,3.2164,3.2196,3.2709,3.3115,Normal
COMP_01072,LOT_05,11.698,11.614,11.91,12.003,448.25,447.11,457.06,462.83,3.1888,3.2057,3.2326,3.2572,Normal
COMP_01073,LOT_05,11.338,11.425,11.633,11.699,456.58,458.52,460.21,465.76,3.1206,3.11,3.1264,3.147,Normal
COMP_01074,LOT_05,11.358,11.394,11.588,11.699,405.65,412.18,415.49,421.29,3.0695,3.0997,3.1152,3.1382,Normal
COMP_01075,LOT_05,11.427,11.455,11.562,11.725,435.16,435.42,438.46,441.02,3.2195,3.2291,3.2154,3.2252,Normal
COMP_01076,LOT_05,10.667,10.698,10.722,10.662,432.57,437.0,440.38,447.36,3.2174,3.2322,3.2611,3.2874,Normal
COMP_01077,LOT_05,11.855,12.007,12.157,12.39,426.15,428.12,430.26,437.33,3.2209,3.2933,3.3039,3.3501,Multivariate_Outlier
COMP_01078,LOT_05,11.831,11.868,11.914,12.032,452.78,449.11,452.39,461.87,3.1883,3.214,3.2781,3.3216,Normal
COMP_01079,LOT_05,11.206,11.304,11.449,11.598,456.08,456.98,456.38,460.48,3.1786,3.1882,3.257,3.3167,Normal
COMP_01080,LOT_05,11.762,11.676,11.863,12.009,426.75,429.43,434.71,445.52,3.2092,3.2391,3.2405,3.2607,Normal
COMP_01081,LOT_05,11.423,11.531,11.607,11.735,477.36,473.67,477.66,480.52,3.1804,3.1793,3.2219,3.2678,Normal
COMP_01082,LOT_05,11.31,11.31,11.43,11.451,449.44,450.23,458.47,465.67,3.2069,3.245,3.2548,3.2862,Normal
COMP_01083,LOT_05,11.144,11.266,11.348,11.53,431.39,432.55,437.3,443.29,3.1971,3.2003,3.2304,3.2535,Normal
COMP_01084,LOT_05,12.101,12.231,12.207,12.307,433.68,430.14,439.49,439.49,3.1635,3.1486,3.1951,3.201,Normal
COMP_01085,LOT_05,11.048,11.179,11.253,11.402,425.29,426.79,431.15,437.02,3.2157,3.2347,3.265,3.3097,Normal
COMP_01086,LOT_05,12.108,12.071,12.235,12.334,435.85,441.05,444.06,443.65,3.1718,3.1853,3.2014,3.2599,Normal
COMP_01087,LOT_05,11.424,11.421,11.517,11.658,452.51,453.12,457.74,468.09,3.1481,3.1649,3.2041,3.2562,Normal
COMP_01088,LOT_05,11.481,11.518,11.68,11.73,445.61,449.93,457.63,457.74,3.1963,3.1927,3.2564,3.2495,Normal
COMP_01089,LOT_05,11.638,11.681,11.721,11.884,458.13,456.51,467.23,469.51,3.2012,3.1936,3.2322,3.2456,Normal
COMP_01090,LOT_05,11.165,11.334,11.36,11.435,438.31,441.71,445.87,453.34,3.1828,3.1995,3.2238,3.2086,Normal
COMP_01091,LOT_05,11.863,11.816,11.91,11.947,444.75,447.8,451.34,456.91,3.1861,3.1979,3.2354,3.2911,Normal
COMP_01092,LOT_05,11.351,11.334,11.596,11.675,426.69,430.38,433.23,439.5,3.144,3.1586,3.1859,3.2056,Normal
COMP_01093,LOT_05,11.279,11.254,11.368,11.455,422.72,426.22,427.09,433.8,3.1707,3.1948,3.2008,3.2202,Normal
COMP_01094,LOT_05,10.887,10.974,11.03,11.114,444.27,445.36,448.86,454.53,3.1197,3.1564,3.1748,3.2434,Normal
COMP_01095,LOT_05,11.4,11.513,11.528,11.63,334.08,342.82,345.0,345.9,3.2167,3.2302,3.2621,3.2825,Leakage_Only_Outlier
COMP_01096,LOT_05,11.139,11.15,11.399,11.533,430.16,428.11,434.71,440.17,3.1699,3.1775,3.2553,3.3172,Normal
COMP_01097,LOT_05,10.531,10.472,10.741,10.785,446.92,453.04,458.06,466.2,3.2057,3.2148,3.2293,3.2641,Normal
COMP_01098,LOT_05,10.892,10.996,10.919,11.111,410.09,412.19,415.36,422.42,3.2156,3.243,3.3021,3.3642,Normal
COMP_01099,LOT_05,10.282,10.354,10.498,10.687,405.64,406.95,413.96,418.91,3.1411,3.1367,3.1734,3.2272,Normal
COMP_01100,LOT_05,11.424,11.496,11.59,11.663,428.02,429.62,442.11,448.9,3.2892,3.2819,3.3018,3.3315,Normal
COMP_01101,LOT_05,10.897,10.931,10.965,11.085,418.19,416.0,419.11,424.13,3.2087,3.2031,3.246,3.2791,Normal
COMP_01102,LOT_05,11.324,11.446,11.554,11.658,422.07,421.04,428.44,428.67,3.1974,3.205,3.2527,3.2934,Normal
COMP_01103,LOT_05,10.364,10.403,10.561,10.676,444.5,442.44,447.0,449.11,3.2141,3.2255,3.2765,3.3297,Normal
COMP_01104,LOT_05,11.431,11.412,11.565,11.778,441.22,439.54,448.89,451.39,3.2079,3.206,3.2427,3.258,Normal
COMP_01105,LOT_05,11.259,11.327,11.52,11.686,423.36,428.98,437.55,444.2,3.1605,3.1806,3.1827,3.2206,Normal
COMP_01106,LOT_05,10.927,11.04,11.26,11.396,427.8,427.57,434.05,434.86,3.1768,3.1821,3.223,3.2627,Normal
COMP_01107,LOT_05,11.618,11.622,11.834,11.937,435.28,437.69,441.6,442.47,3.157,3.1459,3.1928,3.2041,Normal
COMP_01108,LOT_05,11.281,11.195,11.319,11.453,425.47,426.91,431.84,435.34,3.1298,3.1376,3.1823,3.2098,Normal
COMP_01109,LOT_05,11.453,11.475,11.825,11.767,429.12,432.35,437.91,439.4,3.1757,3.1728,3.21,3.2388,Normal
COMP_01110,LOT_05,12.056,12.082,12.263,12.291,438.76,434.12,446.47,448.71,3.1473,3.1528,3.2093,3.2109,Normal
COMP_01111,LOT_05,11.717,11.795,11.864,12.159,439.39,436.45,443.56,446.01,3.1792,3.1769,3.2137,3.2638,Normal
COMP_01112,LOT_05,11.537,11.528,11.663,11.694,415.54,418.81,422.54,432.47,3.1875,3.1938,3.2374,3.2723,Normal
COMP_01113,LOT_05,11.367,11.379,11.553,0.01,418.52,419.28,425.48,432.35,3.2263,3.2201,3.26,3.2828,Sensor_Glitch
COMP_01114,LOT_05,11.648,11.619,11.773,11.868,461.65,463.88,469.63,474.22,3.0605,3.072,3.1018,3.1309,Normal
COMP_01115,LOT_05,11.043,11.118,11.296,11.544,452.09,452.86,462.44,467.66,3.1621,3.1615,3.2421,3.2673,Normal
COMP_01116,LOT_05,11.662,11.72,11.818,11.985,537.01,539.78,540.15,539.09,3.1708,3.1976,3.2635,3.3012,Leakage_Only_Outlier
COMP_01117,LOT_05,11.234,11.224,11.366,11.504,397.58,397.37,398.39,407.15,3.125,3.1168,3.1405,3.172,Normal
COMP_01118,LOT_05,11.062,11.03,11.154,11.294,438.97,442.85,442.51,445.06,3.1311,3.1713,3.2134,3.2593,Normal
COMP_01119,LOT_05,11.248,11.317,11.475,11.761,421.15,426.11,426.51,434.05,3.1802,3.1666,3.2138,3.2348,Normal
COMP_01120,LOT_05,11.424,11.503,11.748,11.946,424.82,426.3,431.98,434.48,3.1958,3.1975,3.2408,3.2684,Normal
COMP_01121,LOT_05,11.322,11.682,11.757,11.822,437.38,442.06,447.14,447.83,3.1191,3.2073,3.2334,3.2623,Multivariate_Outlier
COMP_01122,LOT_05,11.503,11.919,12.046,12.165,423.09,426.65,434.1,442.73,3.1656,3.2658,3.2763,3.2812,Multivariate_Outlier
COMP_01123,LOT_05,11.043,11.115,11.275,11.353,414.98,415.82,420.71,421.7,3.2192,3.2138,3.2611,3.3167,Normal
COMP_01124,LOT_05,11.741,11.856,12.15,12.34,447.74,447.57,455.19,460.12,3.1992,3.2175,3.2483,3.2881,Normal
COMP_01125,LOT_05,12.006,12.128,12.335,12.461,428.06,431.66,435.48,435.19,3.1665,3.1728,3.2044,3.2261,Normal
COMP_01126,LOT_05,11.53,11.482,11.694,11.811,449.58,453.31,453.91,457.57,3.1719,3.1536,3.1968,3.2166,Normal
COMP_01127,LOT_05,11.113,11.238,11.47,11.646,433.13,434.57,436.41,435.79,3.2112,3.2203,3.2575,3.2857,Normal
COMP_01128,LOT_05,11.793,11.881,12.097,12.218,430.05,430.57,435.77,444.07,3.1004,3.1101,3.1189,3.1559,Normal
COMP_01129,LOT_05,11.589,11.62,11.706,11.907,454.52,458.3,458.32,465.01,3.2009,3.1955,3.2167,3.2372,Normal
COMP_01130,LOT_05,11.185,11.215,11.347,11.445,407.89,411.49,415.6,419.29,3.1817,3.1866,3.2478,3.3061,Normal
COMP_01131,LOT_05,12.082,12.086,12.251,12.483,426.64,427.5,430.19,433.25,3.1454,3.1632,3.1827,3.2136,Normal
COMP_01132,LOT_05,11.491,11.531,11.754,11.752,403.31,409.5,414.03,424.78,3.0927,3.0935,3.1421,3.1676,Normal
COMP_01133,LOT_05,12.057,12.149,12.285,12.554,429.32,433.54,437.17,439.75,3.1097,3.1177,3.1423,3.1495,Normal
COMP_01134,LOT_05,11.051,11.124,11.196,11.442,426.35,426.51,431.41,435.05,3.1677,3.1873,3.2004,3.2518,Normal
COMP_01135,LOT_05,11.124,11.167,11.215,11.382,412.92,416.3,423.35,429.74,3.1272,3.1059,3.1846,3.2242,Normal
COMP_01136,LOT_05,11.867,12.0,12.182,12.278,435.93,442.52,442.21,446.89,3.2044,5.2123,3.234,3.2792,Sensor_Glitch
COMP_01137,LOT_05,11.952,11.998,12.105,12.216,443.72,444.05,450.3,453.09,3.2623,3.2457,3.2722,3.3161,Normal
COMP_01138,LOT_05,11.746,11.682,11.825,11.944,436.99,436.1,437.68,441.07,3.1613,3.183,3.1936,3.2377,Normal
COMP_01139,LOT_05,11.157,11.095,11.155,11.238,437.71,438.3,442.8,445.66,3.1467,3.1568,3.198,3.2483,Normal
COMP_01140,LOT_05,11.891,11.939,12.189,12.417,430.34,432.16,434.08,439.2,3.1889,3.2028,3.2363,3.2437,Normal
COMP_01141,LOT_05,11.178,11.391,11.631,11.71,433.27,432.08,442.16,442.35,3.2205,3.3299,3.3562,3.3752,Multivariate_Outlier
COMP_01142,LOT_05,11.553,11.553,11.668,11.78,444.87,444.3,448.76,454.09,3.1385,3.1511,3.2027,3.255,Normal
COMP_01143,LOT_05,11.092,11.048,11.343,11.483,440.9,439.75,446.01,449.41,3.1786,3.1656,3.2118,3.2554,Normal
COMP_01144,LOT_05,11.312,11.662,12.669,13.661,412.83,423.71,446.58,476.57,3.1377,3.1559,3.252,3.3419,Drift_Anomaly
COMP_01145,LOT_05,11.857,11.756,11.991,12.12,445.82,445.87,448.9,449.6,3.2507,3.2389,3.2627,3.2987,Normal
COMP_01146,LOT_05,11.544,11.626,11.71,11.78,418.31,419.49,422.26,426.99,3.1645,3.1772,3.2375,3.2488,Normal
COMP_01147,LOT_05,11.117,11.087,11.424,11.571,421.87,426.91,432.84,433.42,3.1502,3.1703,3.2075,3.2353,Normal
COMP_01148,LOT_05,11.444,11.513,11.565,11.578,436.84,434.05,440.46,451.72,3.2262,3.2547,3.2734,3.3293,Normal
COMP_01149,LOT_05,11.278,11.425,11.445,11.744,408.26,407.63,417.19,416.79,3.2044,3.2036,5.1569,3.2475,Sensor_Glitch
COMP_01150,LOT_05,10.715,10.673,10.797,10.836,412.23,416.3,422.61,430.41,3.1318,3.1363,3.1771,3.2087,Normal
COMP_01151,LOT_05,10.997,10.964,11.008,11.23,418.91,416.96,417.24,416.46,3.15,3.1445,3.1879,3.2128,Normal
COMP_01152,LOT_05,11.447,11.366,11.545,11.775,449.17,455.46,453.64,460.77,3.1617,3.1763,3.1946,3.2596,Normal
COMP_01153,LOT_05,11.164,25.423,11.262,11.201,430.01,428.82,433.82,435.3,3.2017,3.2096,3.2516,3.2518,Sensor_Glitch
COMP_01154,LOT_05,11.487,11.593,11.839,11.961,410.09,410.18,415.52,421.7,3.1607,3.1861,3.238,3.2818,Normal
COMP_01155,LOT_05,11.678,11.8,11.976,12.145,441.47,441.39,451.33,450.17,3.1986,3.1868,3.2274,3.2455,Normal
COMP_01156,LOT_05,11.156,11.158,11.373,11.547,460.39,468.43,470.09,476.99,3.191,3.2176,3.2182,3.2521,Normal
COMP_01157,LOT_05,10.944,11.053,11.319,11.422,437.88,440.34,442.64,443.66,3.1867,3.1846,3.2363,3.2575,Normal
COMP_01158,LOT_05,11.68,11.827,11.947,11.965,437.93,436.67,447.43,448.28,3.2033,3.2056,3.2457,3.2878,Normal
COMP_01159,LOT_05,11.759,11.794,11.85,11.972,418.96,414.28,426.19,431.73,3.1593,3.1642,3.2194,3.2628,Normal
COMP_01160,LOT_05,11.49,11.547,11.793,11.968,425.46,428.8,427.37,438.3,3.1406,3.1449,3.2095,3.2669,Normal
COMP_01161,LOT_05,11.187,11.15,11.287,11.409,434.63,435.52,434.56,443.95,3.127,3.1178,3.1603,3.1904,Normal
COMP_01162,LOT_05,10.776,10.881,10.946,11.174,424.81,429.99,431.78,434.09,3.1389,3.1609,3.1966,3.216,Normal
COMP_01163,LOT_05,11.116,11.1,11.331,11.467,424.92,429.6,430.57,435.85,3.2043,3.1958,3.2131,3.239,Normal
COMP_01164,LOT_05,11.325,11.837,13.517,15.251,428.37,442.22,499.34,561.79,3.2038,3.2102,3.4072,3.523,Drift_Anomaly
COMP_01165,LOT_05,13.831,13.856,13.771,13.962,547.48,544.89,550.38,557.61,3.1506,3.1489,3.1876,3.2199,Dynamic_Outlier
COMP_01166,LOT_05,10.728,10.684,10.712,10.948,412.39,414.49,421.68,423.23,3.1134,3.1334,3.201,3.2544,Normal
COMP_01167,LOT_05,11.287,11.238,11.454,11.505,402.42,408.67,402.74,405.8,3.1746,3.1643,3.196,3.195,Normal
COMP_01168,LOT_05,11.289,11.342,11.468,11.584,407.4,409.12,418.68,418.14,3.1879,3.206,3.2172,3.2274,Normal
COMP_01169,LOT_05,11.751,11.654,11.77,12.012,450.77,450.59,454.4,456.14,3.1748,3.1782,3.2369,3.2409,Normal
COMP_01170,LOT_05,11.152,11.307,11.317,11.348,434.29,439.72,445.93,446.62,3.2284,3.2017,3.2482,3.2669,Normal
COMP_01171,LOT_05,11.213,11.247,11.317,11.537,437.27,434.44,443.31,448.63,3.1939,3.2113,3.2171,3.2384,Normal
COMP_01172,LOT_05,10.319,10.305,10.305,10.473,403.06,406.77,412.08,416.76,3.1408,3.1488,3.2164,3.2574,Normal
COMP_01173,LOT_05,11.314,11.233,11.38,11.502,430.23,430.54,431.67,433.44,3.2114,3.2156,3.2897,3.3134,Normal
COMP_01174,LOT_05,11.823,11.862,12.121,12.253,407.12,411.52,413.36,416.42,3.1009,3.1228,3.135,3.1654,Normal
COMP_01175,LOT_05,11.267,11.274,11.391,11.477,425.8,430.99,437.82,443.35,3.1692,3.1701,3.1848,3.1938,Normal
COMP_01176,LOT_05,11.365,11.741,12.654,14.38,422.19,434.81,464.7,511.17,3.1476,3.2046,3.3351,3.512,Drift_Anomaly
COMP_01177,LOT_05,10.573,10.654,10.819,10.892,442.98,441.87,448.36,453.68,3.2,3.1912,3.2134,3.2258,Normal
COMP_01178,LOT_05,10.76,10.749,10.907,11.133,424.14,426.5,438.81,439.49,3.1659,3.1829,3.2095,3.2646,Normal
COMP_01179,LOT_05,12.806,12.887,13.028,13.186,516.45,515.05,523.98,530.25,3.1779,3.1888,3.2121,3.2378,Dynamic_Outlier
COMP_01180,LOT_05,11.006,11.09,11.322,11.441,418.64,419.57,428.37,436.8,3.1404,3.1451,3.1673,3.1976,Normal
COMP_01181,LOT_05,11.44,11.501,11.655,11.797,500.83,500.71,511.31,515.33,3.157,3.173,3.1925,3.2343,Leakage_Only_Outlier
